cl,week,price,b1,b2
Soriana,35,49,Reeses,Product64
Chedraui,59,150,Seasons,Product34
WholeFoods,59,146,Seasons,Product133
Walmart,59,147,Seasons,Product171
1182 eleven,38,147,Seasons,Product171
Kmart,35,122,Seasons,Product66
OXXO,59,44,Hersheys,Product67
Soriana,59,45,Hersheys,Product68
Chedraui,59,33,Hersheys,Product69
WholeFoods,59,38,Hersheys,Product70
Walmart,59,37,Hersheys,Product71
1183 eleven,35,53,Reeses,Product72
Kmart,59,31,Hersheys,Product73
OXXO,43,112,Seasons,Product74
Soriana,58,101,Seasons,Product75
Chedraui,39,139,Seasons,Product76
WholeFoods,60,114,Seasons,Product77
Walmart,60,131,Seasons,Product95
1184 eleven,60,140,Seasons,Product79
Kmart,60,113,Seasons,Product100
OXXO,60,150,Seasons,Product81
Soriana,60,150,Seasons,Product82
Chedraui,35,41,Reeses,Product83
WholeFoods,60,148,Seasons,Product84
Walmart,59,33,Hersheys,Product5
1185 eleven,59,35,Hersheys,Product86
Kmart,41,102,Seasons,Product87
OXXO,59,38,Hersheys,Product88
Soriana,59,43,Hersheys,Product89
Chedraui,59,39,Hersheys,Product90
WholeFoods,59,32,Hersheys,Product91
Walmart,59,31,Hersheys,Product92
1186 eleven,59,34,Hersheys,Product93
Kmart,35,58,Reeses,Product76
OXXO,60,145,Seasons,Product94
Soriana,42,147,Seasons,Product171
Chedraui,59,10,Almond Joy,Product95
WholeFoods,59,10,Almond Joy,Product96
Walmart,59,15,Almond Joy,Product97
1187 eleven,59,14,Almond Joy,Product59
Kmart,59,14,Almond Joy,Product98
OXXO,59,11,Almond Joy,Product182
Soriana,59,14,Almond Joy,Product99
Chedraui,31,113,Seasons,Product100
WholeFoods,35,49,Reeses,Product173
Walmart,59,12,Almond Joy,Product101
1188 eleven,59,13,Almond Joy,Product102
Kmart,59,10,Almond Joy,Product103
OXXO,39,122,Seasons,Product104
Soriana,59,14,Almond Joy,Product105
Chedraui,59,10,Almond Joy,Product106
WholeFoods,59,12,Almond Joy,Product107
Walmart,59,10,Almond Joy,Product34
1189 eleven,59,13,Almond Joy,Product108
Kmart,57,16,Cocoa,Product109
OXXO,60,15,Cocoa,Product110
Soriana,56,51,Reeses,Product111
Chedraui,34,46,Reeses,Product112
WholeFoods,56,45,Reeses,Product113
Walmart,10,17,Pelon,Product114
1190 eleven,56,47,Reeses,Product115
Kmart,23,59,Reeses,Product116
OXXO,56,49,Reeses,Product117
Soriana,11,14,Pelon,Product118
Chedraui,56,57,Reeses,Product119
WholeFoods,56,54,Reeses,Product120
Walmart,56,55,Reeses,Product121
1191 eleven,56,49,Reeses,Product122
Kmart,56,41,Reeses,Product123
OXXO,60,125,Seasons,Product64
Soriana,60,138,Seasons,Product125
Chedraui,35,60,Reeses,Product126
WholeFoods,57,48,Reeses,Product127
Walmart,23,56,Reeses,Product128
1192 eleven,57,44,Reeses,Product129
Kmart,57,42,Reeses,Product130
OXXO,57,56,Reeses,Product131
Soriana,57,60,Reeses,Product132
Chedraui,57,41,Reeses,Product133
WholeFoods,57,57,Reeses,Product134
Walmart,58,146,Seasons,Product135
1193 eleven,58,127,Seasons,Product136
Kmart,23,43,Reeses,Product42
OXXO,58,142,Seasons,Product137
Soriana,35,43,Reeses,Product138
Chedraui,58,140,Seasons,Product139
WholeFoods,58,126,Seasons,Product140
Walmart,58,124,Seasons,Product141
1194 eleven,58,147,Seasons,Product142
Kmart,58,113,Seasons,Product143
OXXO,59,14,Almond Joy,Product144
Soriana,59,15,Almond Joy,Product145
Chedraui,56,142,Seasons,Product146
WholeFoods,35,45,Reeses,Product8
Walmart,56,147,Seasons,Product147
1195 eleven,23,44,Reeses,Product148
Kmart,56,133,Seasons,Product149
OXXO,56,138,Seasons,Product150
Soriana,56,145,Seasons,Product151
Chedraui,56,113,Seasons,Product152
WholeFoods,56,105,Seasons,Product153
Walmart,56,103,Seasons,Product154
1196 eleven,56,109,Seasons,Product155
Kmart,56,109,Seasons,Product156
OXXO,56,144,Seasons,Product157
Soriana,35,51,Reeses,Product158
Chedraui,56,145,Seasons,Product159
WholeFoods,24,42,Reeses,Product160
Walmart,56,124,Seasons,Product161
1197 eleven,56,109,Seasons,Product162
Kmart,56,126,Seasons,Product163
OXXO,56,118,Seasons,Product164
Soriana,56,112,Seasons,Product165
Chedraui,56,136,Seasons,Product166
WholeFoods,56,105,Seasons,Product167
Walmart,56,107,Seasons,Product168
1198 eleven,57,119,Seasons,Product169
Kmart,57,150,Seasons,Product170
OXXO,57,147,Seasons,Product171
Soriana,35,58,Reeses,Product15
Chedraui,57,146,Seasons,Product173
WholeFoods,57,118,Seasons,Product174
Walmart,57,135,Seasons,Product175
1199 eleven,57,123,Seasons,Product176
Kmart,57,120,Seasons,Product177
OXXO,57,136,Seasons,Product178
Soriana,58,138,Seasons,Product179
Chedraui,57,136,Seasons,Product180
WholeFoods,57,145,Seasons,Product181
Walmart,57,119,Seasons,Product182
1200 eleven,36,52,Reeses,Product183
Kmart,57,140,Seasons,Product184
OXXO,58,104,Seasons,Product185
Soriana,58,104,Seasons,Product186
Chedraui,58,105,Seasons,Product187
WholeFoods,58,100,Seasons,Product188
Walmart,58,110,Seasons,Product189
1201 eleven,58,118,Seasons,Product190
Kmart,58,147,Seasons,Product191
OXXO,58,116,Seasons,Product192
Soriana,39,56,Reeses,Product193
Chedraui,58,137,Seasons,Product194
WholeFoods,58,136,Seasons,Product195
Walmart,58,132,Seasons,Product196
1202 eleven,58,149,Seasons,Product197
Kmart,58,101,Seasons,Product198
OXXO,59,44,Kisses,Product199
Soriana,59,35,Kisses,Product200
Chedraui,59,48,Kisses,Product1
WholeFoods,40,49,Reeses,Product2
Walmart,59,35,Kisses,Product3
1203 eleven,59,139,Seasons,Product4
Kmart,59,117,Seasons,Product5
OXXO,59,105,Seasons,Product167
Soriana,59,120,Seasons,Product6
Chedraui,59,135,Seasons,Product7
WholeFoods,59,128,Seasons,Product8
Walmart,59,146,Seasons,Product9
1204 eleven,59,130,Seasons,Product10
Kmart,28,46,Reeses,Product171
OXXO,60,37,Kisses,Product11
Soriana,29,51,Reeses,Product12
Chedraui,60,43,Kisses,Product13
WholeFoods,47,103,Seasons,Product14
Walmart,47,124,Seasons,Product15
1205 eleven,47,111,Seasons,Product16
Kmart,46,126,Seasons,Product17
OXXO,60,36,Kisses,Product18
Soriana,45,100,Seasons,Product19
Chedraui,47,115,Seasons,Product20
WholeFoods,47,110,Seasons,Product21
Walmart,44,125,Seasons,Product22
1206 eleven,39,53,Reeses,Product23
Kmart,59,108,Seasons,Product24
OXXO,40,51,Kisses,Product25
Soriana,47,120,Seasons,Product112
Chedraui,59,135,Seasons,Product27
WholeFoods,46,114,Seasons,Product28
Walmart,46,137,Seasons,Product29
1207 eleven,47,104,Seasons,Product30
Kmart,47,113,Seasons,Product31
OXXO,47,124,Seasons,Product26
Soriana,29,59,Reeses,Product32
Chedraui,60,132,Seasons,Product33
WholeFoods,46,150,Seasons,Product34
Walmart,45,142,Seasons,Product35
1208 eleven,44,130,Seasons,Product36
Kmart,47,107,Seasons,Product37
OXXO,60,145,Seasons,Product38
Soriana,60,121,Seasons,Product39
Chedraui,46,106,Seasons,Product40
WholeFoods,45,104,Seasons,Product41
Walmart,60,105,Seasons,Product42
1209 eleven,46,137,Seasons,Product43
Kmart,47,105,Seasons,Product44
OXXO,44,121,Seasons,Product45
Soriana,49,102,Seasons,Product46
Chedraui,49,118,Seasons,Product47
WholeFoods,49,140,Seasons,Product48
Walmart,47,105,Seasons,Product49
1210 eleven,50,136,Seasons,Product50
Kmart,50,114,Seasons,Product51
OXXO,50,101,Seasons,Product52
Soriana,45,113,Seasons,Product53
Chedraui,47,143,Seasons,Product54
WholeFoods,48,102,Seasons,Product55
Walmart,48,127,Seasons,Product56
1211 eleven,47,116,Seasons,Product192
Kmart,46,130,Seasons,Product58
OXXO,48,108,Seasons,Product59
Soriana,48,140,Seasons,Product60
Chedraui,48,109,Seasons,Product71
WholeFoods,48,132,Seasons,Product62
Walmart,58,140,Seasons,Product48
1212 eleven,47,125,Seasons,Product64
Kmart,58,137,Seasons,Product194
OXXO,58,140,Seasons,Product79
Soriana,58,105,Seasons,Product13
Chedraui,58,134,Seasons,Product68
WholeFoods,58,139,Seasons,Product145
Walmart,58,113,Seasons,Product69
1213 eleven,58,119,Seasons,Product70
Kmart,58,109,Seasons,Product71
OXXO,47,105,Seasons,Product72
Soriana,48,111,Seasons,Product73
Chedraui,48,112,Seasons,Product74
WholeFoods,56,101,Seasons,Product75
Walmart,56,139,Seasons,Product76
1214 eleven,56,118,Seasons,Product174
Kmart,56,114,Seasons,Product77
OXXO,56,109,Seasons,Product156
Soriana,56,140,Seasons,Product79
Chedraui,46,110,Seasons,Product80
WholeFoods,49,150,Seasons,Product81
Walmart,44,150,Seasons,Product82
1215 eleven,55,119,Seasons,Product83
Kmart,55,139,Seasons,Product145
OXXO,55,148,Seasons,Product84
Soriana,55,102,Seasons,Product85
Chedraui,55,102,Seasons,Product85
WholeFoods,55,145,Seasons,Product151
Walmart,45,102,Seasons,Product87
1216 eleven,55,123,Seasons,Product88
Kmart,55,109,Seasons,Product155
OXXO,55,138,Seasons,Product107
Soriana,57,116,Seasons,Product90
Chedraui,57,124,Seasons,Product26
WholeFoods,57,147,Seasons,Product142
Walmart,57,5,Jolly Rancher,Product91
1217 eleven,57,132,Seasons,Product120
Kmart,57,147,Seasons,Product92
OXXO,57,124,Seasons,Product123
Soriana,57,131,Seasons,Product95
Chedraui,46,145,Seasons,Product94
WholeFoods,22,42,Reeses,Product98
Walmart,49,131,Seasons,Product95
1218 eleven,29,56,Reeses,Product96
Kmart,60,140,Seasons,Product97
OXXO,60,118,Seasons,Product98
Soriana,60,108,Seasons,Product99
Chedraui,60,113,Seasons,Product100
WholeFoods,49,138,Seasons,Product101
Walmart,49,105,Seasons,Product42
1219 eleven,29,47,Reeses,Product103
Kmart,29,55,Reeses,Product104
OXXO,29,60,Reeses,Product105
Soriana,29,43,Reeses,Product106
Chedraui,52,138,Seasons,Product107
WholeFoods,52,139,Seasons,Product108
Walmart,52,113,Seasons,Product109
1220 eleven,52,111,Seasons,Product110
Kmart,52,117,Seasons,Product111
OXXO,52,120,Seasons,Product112
Soriana,52,131,Seasons,Product95
Chedraui,52,127,Seasons,Product136
WholeFoods,52,124,Seasons,Product141
Walmart,29,47,Reeses,Product115
1221 eleven,53,103,Seasons,Product116
Kmart,52,140,Seasons,Product117
OXXO,52,141,Seasons,Product118
Soriana,52,111,Seasons,Product119
Chedraui,52,132,Seasons,Product120
WholeFoods,53,143,Seasons,Product121
Walmart,54,120,Seasons,Product122
1222 eleven,52,124,Seasons,Product123
Kmart,29,53,Reeses,Product124
OXXO,52,138,Seasons,Product125
Soriana,52,142,Seasons,Product126
Chedraui,53,114,Seasons,Product127
WholeFoods,52,147,Seasons,Product128
Walmart,53,109,Seasons,Product129
1223 eleven,53,150,Seasons,Product130
Kmart,29,56,Reeses,Product131
OXXO,52,106,Seasons,Product132
Soriana,53,146,Seasons,Product133
Chedraui,53,124,Seasons,Product134
WholeFoods,53,146,Seasons,Product135
Walmart,53,127,Seasons,Product136
1224 eleven,53,142,Seasons,Product137
Kmart,53,118,Seasons,Product138
OXXO,29,45,Reeses,Product139
Soriana,58,7,Jolly Rancher,Product140
Chedraui,58,5,Jolly Rancher,Product141
WholeFoods,58,35,Kisses,Product142
Walmart,58,5,Jolly Rancher,Product143
1225 eleven,26,20,Bites,Product144
Kmart,58,7,Jolly Rancher,Product145
OXXO,29,45,Reeses,Product8
Soriana,58,47,Kisses,Product146
Chedraui,58,40,Kisses,Product147
WholeFoods,59,41,Kisses,Product148
Walmart,59,48,Kisses,Product149
1226 eleven,45,138,Seasons,Product150
Kmart,59,18,Pelon,Product151
OXXO,59,13,Pelon,Product152
Soriana,29,46,Reeses,Product171
Chedraui,59,16,Pelon,Product153
WholeFoods,44,103,Seasons,Product154
Walmart,46,109,Seasons,Product155
1227 eleven,54,118,Seasons,Product1
Kmart,54,116,Seasons,Product192
OXXO,47,144,Seasons,Product157
Soriana,54,102,Seasons,Product55
Chedraui,54,132,Seasons,Product120
WholeFoods,54,145,Seasons,Product159
Walmart,29,47,Reeses,Product176
1228 eleven,54,147,Seasons,Product171
Kmart,44,135,Seasons,Product160
OXXO,60,43,Kisses,Product161
Soriana,60,41,Kisses,Product162
Chedraui,45,126,Seasons,Product163
WholeFoods,60,37,Kisses,Product164
Walmart,47,112,Seasons,Product165
1229 eleven,51,117,Seasons,Product18
Kmart,51,150,Seasons,Product34
OXXO,29,58,Reeses,Product15
Soriana,51,137,Seasons,Product194
Chedraui,47,136,Seasons,Product166
WholeFoods,53,105,Seasons,Product167
Walmart,53,146,Seasons,Product9
1230 eleven,53,119,Seasons,Product169
Kmart,53,115,Seasons,Product63
OXXO,46,147,Seasons,Product171
Soriana,52,109,Seasons,Product172
Chedraui,53,121,Seasons,Product45
WholeFoods,44,146,Seasons,Product173
Walmart,52,118,Seasons,Product174
1231 eleven,45,135,Seasons,Product175
Kmart,48,123,Seasons,Product176
OXXO,48,120,Seasons,Product177
Soriana,48,137,Seasons,Product194
Chedraui,48,136,Seasons,Product178
WholeFoods,49,138,Seasons,Product179
Walmart,41,43,Reeses,Product180
1232 eleven,52,136,Seasons,Product195
Kmart,52,121,Seasons,Product45
OXXO,53,119,Seasons,Product182
Soriana,52,132,Seasons,Product183
Chedraui,52,150,Seasons,Product81
WholeFoods,45,140,Seasons,Product184
Walmart,49,104,Seasons,Product185
1233 eleven,49,104,Seasons,Product186
Kmart,46,105,Seasons,Product187
OXXO,44,100,Seasons,Product188
Soriana,41,56,Reeses,Product189
Chedraui,51,118,Seasons,Product190
WholeFoods,47,145,Seasons,Product151
Walmart,50,147,Seasons,Product191
1234 eleven,50,116,Seasons,Product192
Kmart,50,116,Seasons,Product193
OXXO,58,44,Milk,Product194
Soriana,58,49,Milk,Product195
Chedraui,50,132,Seasons,Product196
WholeFoods,51,149,Seasons,Product197
Walmart,51,101,Seasons,Product198
1235 eleven,51,121,Seasons,Product199
Kmart,51,150,Seasons,Product200
OXXO,51,118,Seasons,Product1
Soriana,51,121,Seasons,Product2
Chedraui,51,145,Seasons,Product3
WholeFoods,46,139,Seasons,Product4
Walmart,45,112,Seasons,Product165
1236 eleven,47,120,Seasons,Product6
Kmart,47,120,Seasons,Product6
OXXO,60,41,Kisses,Product7
Soriana,44,128,Seasons,Product8
Chedraui,60,51,Kisses,Product9
WholeFoods,60,51,Kisses,Product10
Walmart,57,137,Seasons,Product11
1237 eleven,57,108,Seasons,Product12
Kmart,57,105,Seasons,Product13
OXXO,57,103,Seasons,Product14
Soriana,57,150,Seasons,Product81
Chedraui,57,111,Seasons,Product16
WholeFoods,57,126,Seasons,Product17
Walmart,48,117,Seasons,Product18
1238 eleven,26,118,Seasons,Product174
Kmart,48,100,Seasons,Product19
OXXO,55,22,Cocoa,Product20
Soriana,56,21,Cocoa,Product21
Chedraui,56,22,Cocoa,Product22
WholeFoods,48,140,Seasons,Product23
Walmart,48,108,Seasons,Product24
1239 eleven,57,20,Cocoa,Product86
Kmart,48,102,Seasons,Product25
OXXO,61,18,Cocoa,Product26
Soriana,61,19,Cocoa,Product27
Chedraui,61,22,Cocoa,Product74
WholeFoods,61,20,Bites,Product29
Walmart,61,19,Cocoa,Product96
1240 eleven,61,23,Bites,Product30
Kmart,61,16,Cocoa,Product31
OXXO,61,26,Bites,Product32
Soriana,61,47,Milk,Product33
Chedraui,61,7,Jolly Rancher,Product34
WholeFoods,61,41,Hersheys,Product35
Walmart,61,15,Cocoa,Product36
1241 eleven,48,107,Seasons,Product37
Kmart,61,21,Cocoa,Product38
OXXO,62,15,Cocoa,Product39
Soriana,62,16,Cocoa,Product40
Chedraui,63,15,Cocoa,Product41
WholeFoods,62,21,Cocoa,Product42
Walmart,62,15,Cocoa,Product43
1242 eleven,62,21,Cocoa,Product44
Kmart,62,21,Cocoa,Product45
OXXO,48,102,Seasons,Product46
Soriana,62,45,Kisses,Product47
Chedraui,62,45,Kisses,Product48
WholeFoods,62,28,Bites,Product49
Walmart,62,17,Cocoa,Product50
1243 eleven,62,20,Cocoa,Product51
Kmart,62,16,Cocoa,Product52
OXXO,62,17,Cocoa,Product53
Soriana,62,21,Cocoa,Product54
Chedraui,62,17,Cocoa,Product55
WholeFoods,62,15,Cocoa,Product56
Walmart,62,15,Cocoa,Product57
1244 eleven,62,16,Cocoa,Product58
Kmart,62,22,Cocoa,Product59
OXXO,62,18,Cocoa,Product60
Soriana,62,22,Cocoa,Product61
Chedraui,48,132,Seasons,Product62
WholeFoods,62,44,Hersheys,Product63
Walmart,62,7,Jolly Rancher,Product64
1245 eleven,62,18,Cocoa,Product65
Kmart,62,53,Milk,Product66
OXXO,62,19,Cocoa,Product67
Soriana,62,18,Cocoa,Product68
Chedraui,62,17,Cocoa,Product69
WholeFoods,62,21,Cocoa,Product70
Walmart,48,109,Seasons,Product71
1246 eleven,62,15,Cocoa,Product72
Kmart,62,7,Jolly Rancher,Product73
OXXO,62,22,Cocoa,Product74
Soriana,62,14,Pelon,Product75
Chedraui,62,13,Pelon,Product76
WholeFoods,62,14,Pelon,Product77
Walmart,62,18,Pelon,Product78
1247 eleven,62,16,Pelon,Product79
Kmart,62,16,Pelon,Product80
OXXO,63,17,Cocoa,Product81
Soriana,63,16,Cocoa,Product82
Chedraui,63,19,Pelon,Product83
WholeFoods,63,26,Bites,Product84
Walmart,63,20,Cocoa,Product85
1248 eleven,63,20,Cocoa,Product86
Kmart,63,15,Cocoa,Product87
OXXO,63,18,Cocoa,Product88
Soriana,63,22,Cocoa,Product89
Chedraui,49,116,Seasons,Product90
WholeFoods,63,7,Jolly Rancher,Product64
Walmart,63,5,Jolly Rancher,Product91
1249 eleven,63,16,Cocoa,Product92
Kmart,63,16,Cocoa,Product93
OXXO,63,52,Kisses,Product94
Soriana,63,16,Cocoa,Product95
Chedraui,63,19,Cocoa,Product96
WholeFoods,63,19,Pelon,Product150
Walmart,63,19,Pelon,Product97
1250 eleven,63,13,Pelon,Product98
Kmart,63,18,Pelon,Product99
OXXO,64,19,Cocoa,Product100
Soriana,63,22,Cocoa,Product101
Chedraui,63,20,Cocoa,Product102
WholeFoods,63,19,Cocoa,Product103
Walmart,63,55,Reeses,Product104
1251 eleven,63,17,Cocoa,Product105
Kmart,63,20,Cocoa,Product86
OXXO,63,22,Cocoa,Product106
Soriana,63,16,Cocoa,Product107
Chedraui,63,19,Cocoa,Product108
WholeFoods,63,16,Cocoa,Product109
Walmart,63,15,Cocoa,Product110
1252 eleven,63,21,Cocoa,Product111
Kmart,49,120,Seasons,Product112
OXXO,63,21,Cocoa,Product113
Soriana,54,19,Cocoa,Product114
Chedraui,53,19,Cocoa,Product115
WholeFoods,26,105,Seasons,Product13
Walmart,49,103,Seasons,Product116
1253 eleven,49,140,Seasons,Product117
Kmart,49,141,Seasons,Product118
OXXO,63,21,Cocoa,Product119
Soriana,63,15,Cocoa,Product120
Chedraui,63,19,Cocoa,Product121
WholeFoods,63,20,Cocoa,Product122
Walmart,63,16,Cocoa,Product123
1254 eleven,64,15,Cocoa,Product124
Kmart,64,20,Cocoa,Product125
OXXO,64,18,Cocoa,Product126
Soriana,64,15,Cocoa,Product127
Chedraui,64,19,Cocoa,Product128
WholeFoods,64,17,Cocoa,Product129
Walmart,64,21,Cocoa,Product130
1255 eleven,64,15,Cocoa,Product131
Kmart,64,20,Cocoa,Product132
OXXO,64,17,Cocoa,Product133
Soriana,64,15,Cocoa,Product134
Chedraui,64,22,Cocoa,Product135
WholeFoods,64,17,Cocoa,Product136
Walmart,64,17,Cocoa,Product137
1256 eleven,64,22,Cocoa,Product138
Kmart,64,21,Cocoa,Product139
OXXO,49,126,Seasons,Product140
Soriana,64,16,Cocoa,Product141
Chedraui,53,15,Cocoa,Product142
WholeFoods,56,22,Cocoa,Product143
Walmart,56,20,Cocoa,Product144
1257 eleven,56,21,Cocoa,Product145
Kmart,49,142,Seasons,Product146
OXXO,49,147,Seasons,Product147
Soriana,57,20,Cocoa,Product148
Chedraui,56,18,Cocoa,Product149
WholeFoods,59,19,Pelon,Product150
Walmart,59,18,Pelon,Product151
1258 eleven,59,13,Pelon,Product152
Kmart,56,22,Cocoa,Product106
OXXO,56,21,Cocoa,Product153
Soriana,49,103,Seasons,Product154
Chedraui,56,16,Cocoa,Product155
WholeFoods,26,109,Seasons,Product156
Walmart,49,144,Seasons,Product157
1259 eleven,56,21,Cocoa,Product158
Kmart,56,21,Cocoa,Product159
OXXO,56,21,Cocoa,Product160
Soriana,57,16,Cocoa,Product161
Chedraui,57,16,Cocoa,Product162
WholeFoods,49,126,Seasons,Product163
Walmart,58,18,Cocoa,Product164
1260 eleven,57,19,Cocoa,Product165
Kmart,57,24,Bites,Product166
OXXO,57,22,Bites,Product167
Soriana,57,21,Cocoa,Product168
Chedraui,57,15,Cocoa,Product169
WholeFoods,49,150,Seasons,Product170
Walmart,57,21,Bites,Product171
1261 eleven,57,18,Cocoa,Product172
Kmart,57,20,Cocoa,Product173
OXXO,57,20,Cocoa,Product174
Soriana,57,21,Cocoa,Product175
Chedraui,57,17,Cocoa,Product176
WholeFoods,58,25,Bites,Product177
Walmart,58,20,Cocoa,Product178
1262 eleven,58,16,Cocoa,Product179
Kmart,58,15,Cocoa,Product180
OXXO,58,22,Cocoa,Product181
Soriana,58,15,Cocoa,Product182
Chedraui,58,17,Cocoa,Product183
WholeFoods,57,17,Cocoa,Product184
Walmart,58,22,Cocoa,Product185
1263 eleven,58,23,Bites,Product186
Kmart,58,25,Bites,Product187
OXXO,58,24,Bites,Product188
Soriana,58,19,Cocoa,Product189
Chedraui,55,30,Kit Kat,Product190
WholeFoods,58,17,Cocoa,Product184
Walmart,58,21,Cocoa,Product191
1264 eleven,58,18,Pelon,Product192
Kmart,58,18,Pelon,Product193
OXXO,58,5,Jolly Rancher,Product194
Soriana,58,18,Cocoa,Product195
Chedraui,58,24,Bites,Product196
WholeFoods,59,24,Bites,Product197
Walmart,59,17,Cocoa,Product198
1265 eleven,59,19,Cocoa,Product199
Kmart,59,20,Cocoa,Product200
OXXO,55,35,Kit Kat,Product1
Soriana,59,17,Cocoa,Product1
Chedraui,59,16,Cocoa,Product2
WholeFoods,59,17,Cocoa,Product3
Walmart,59,19,Cocoa,Product4
1266 eleven,59,19,Cocoa,Product5
Kmart,59,17,Cocoa,Product184
OXXO,59,17,Cocoa,Product184
Soriana,59,17,Cocoa,Product184
Chedraui,59,19,Cocoa,Product6
WholeFoods,59,20,Cocoa,Product7
Walmart,59,20,Cocoa,Product8
1267 eleven,55,41,Kit Kat,Product9
Kmart,59,22,Bites,Product10
OXXO,59,27,Bites,Product11
Soriana,59,16,Cocoa,Product12
Chedraui,59,17,Cocoa,Product13
WholeFoods,59,21,Cocoa,Product14
Walmart,59,15,Cocoa,Product15
1268 eleven,59,17,Cocoa,Product16
Kmart,59,20,Cocoa,Product17
OXXO,59,19,Cocoa,Product18
Soriana,59,16,Cocoa,Product19
Chedraui,59,22,Cocoa,Product20
WholeFoods,59,21,Cocoa,Product21
Walmart,59,57,Milk,Product22
1269 eleven,59,52,Milk,Product23
Kmart,59,19,Cocoa,Product24
OXXO,50,37,Hersheys,Product25
Soriana,59,17,Cocoa,Product184
Chedraui,60,18,Cocoa,Product26
WholeFoods,60,19,Cocoa,Product27
Walmart,26,114,Seasons,Product28
1270 eleven,50,33,Hersheys,Product29
Kmart,60,23,Bites,Product30
OXXO,60,16,Cocoa,Product31
Soriana,50,43,Hersheys,Product32
Chedraui,60,17,Cocoa,Product184
WholeFoods,60,17,Cocoa,Product33
Walmart,60,21,Cocoa,Product34
1271 eleven,60,15,Cocoa,Product35
Kmart,60,15,Cocoa,Product36
OXXO,60,41,Hersheys,Product37
Soriana,60,21,Cocoa,Product38
Chedraui,60,15,Cocoa,Product39
WholeFoods,60,16,Cocoa,Product40
Walmart,50,39,Hersheys,Product41
1272 eleven,61,21,Cocoa,Product42
Kmart,60,28,Bites,Product43
OXXO,50,42,Hersheys,Product44
Soriana,60,21,Cocoa,Product45
Chedraui,60,6,Jolly Rancher,Product46
WholeFoods,60,16,Cocoa,Product47
Walmart,50,33,Hersheys,Product48
1273 eleven,50,35,Hersheys,Product49
Kmart,60,47,Milk,Product50
OXXO,60,19,Pelon,Product51
Soriana,60,15,Pelon,Product52
Chedraui,60,15,Pelon,Product53
WholeFoods,60,21,Cocoa,Product54
Walmart,60,17,Cocoa,Product55
1274 eleven,60,15,Cocoa,Product56
Kmart,61,15,Cocoa,Product57
OXXO,61,36,Kisses,Product58
Soriana,64,22,Cocoa,Product59
Chedraui,64,18,Cocoa,Product60
WholeFoods,61,55,Reeses,Product61
Walmart,61,22,Cocoa,Product62
1275 eleven,50,30,Hersheys,Product118
Kmart,50,44,Hersheys,Product63
OXXO,61,21,Cocoa,Product64
Soriana,61,18,Cocoa,Product65
Chedraui,61,22,Cocoa,Product66
WholeFoods,64,19,Cocoa,Product67
Walmart,64,18,Cocoa,Product68
1276 eleven,64,17,Cocoa,Product69
Kmart,64,21,Cocoa,Product70
OXXO,64,18,Cocoa,Product71
Soriana,64,15,Cocoa,Product72
Chedraui,64,21,Cocoa,Product73
WholeFoods,64,22,Cocoa,Product74
Walmart,64,19,Cocoa,Product75
1277 eleven,64,16,Cocoa,Product76
Kmart,64,22,Cocoa,Product77
OXXO,64,16,Cocoa,Product78
Soriana,64,21,Cocoa,Product79
Chedraui,64,20,Cocoa,Product80
WholeFoods,64,17,Cocoa,Product81
Walmart,64,16,Cocoa,Product82
1278 eleven,64,20,Cocoa,Product83
Kmart,64,15,Cocoa,Product84
OXXO,64,20,Cocoa,Product85
Soriana,50,35,Hersheys,Product86
Chedraui,50,34,Hersheys,Product87
WholeFoods,50,38,Hersheys,Product88
Walmart,50,43,Hersheys,Product89
1279 eleven,50,39,Hersheys,Product90
Kmart,50,32,Hersheys,Product91
OXXO,50,31,Hersheys,Product92
Soriana,50,36,Hersheys,Product186
Chedraui,27,140,Seasons,Product48
WholeFoods,50,34,Hersheys,Product188
Walmart,50,34,Hersheys,Product93
1280 eleven,50,41,Hersheys,Product94
Kmart,50,45,Hersheys,Product190
OXXO,50,35,Hersheys,Product95
Soriana,50,44,Hersheys,Product96
Chedraui,58,45,Kit Kat,Product97
WholeFoods,50,41,Hersheys,Product98
Walmart,50,36,Hersheys,Product99
1281 eleven,51,38,Hersheys,Product100
Kmart,27,147,Seasons,Product171
OXXO,51,42,Hersheys,Product101
Soriana,51,31,Hersheys,Product102
Chedraui,51,38,Hersheys,Product103
WholeFoods,51,42,Hersheys,Product104
Walmart,51,34,Hersheys,Product105
1282 eleven,51,39,Hersheys,Product106
Kmart,51,39,Hersheys,Product107
OXXO,51,30,Hersheys,Product108
Soriana,51,32,Hersheys,Product109
Chedraui,51,41,Hersheys,Product110
WholeFoods,28,142,Seasons,Product137
Walmart,51,39,Hersheys,Product111
1283 eleven,51,40,Hersheys,Product112
Kmart,51,33,Hersheys,Product113
OXXO,51,33,Hersheys,Product114
Soriana,51,40,Hersheys,Product115
Chedraui,51,41,Hersheys,Product116
WholeFoods,51,31,Hersheys,Product117
Walmart,51,30,Hersheys,Product118
1284 eleven,51,32,Hersheys,Product109
Kmart,51,45,Hersheys,Product119
OXXO,28,132,Seasons,Product120
Soriana,51,36,Hersheys,Product121
Chedraui,51,44,Hersheys,Product122
WholeFoods,52,34,Hersheys,Product123
Walmart,52,41,Hersheys,Product124
1285 eleven,52,39,Hersheys,Product125
Kmart,52,34,Hersheys,Product126
OXXO,52,44,Hersheys,Product127
Soriana,52,42,Hersheys,Product128
